NoB; FPS; CoC
712;59;4522
712;59;4552
713;59;4559
713;58;4591
713;58;4596
714;58;4571
714;58;4582
714;58;4557
715;58;4551
715;58;4564
715;58;4574
716;57;4602
716;57;4610
716;57;4645
717;57;4610
717;57;4622
717;57;4637
718;57;4638
718;57;4653
718;57;4638
719;57;4635
719;56;4644
719;56;4642
720;56;4689
720;56;4686
720;56;4644
721;56;4663
721;56;4657
721;56;4673
722;56;4677
722;56;4693
722;56;4700
723;56;4711
723;56;4719
723;56;4715
724;56;4698
724;56;4673
724;56;4683
725;56;4698
725;56;4703
725;56;4696
726;56;4700
726;56;4718
726;56;4724
727;56;4756
727;55;4758
727;55;4739
728;55;4750
728;55;4774
728;55;4768
729;55;4746
729;55;4745
729;55;4741
730;55;4743
730;55;4740
730;55;4728
731;55;4742
731;55;4693
731;54;4710
732;54;4725
732;54;4728
732;54;4742
733;54;4726
733;54;4725
733;54;4746
734;54;4774
734;54;4766
734;54;4776
735;54;4759
735;54;4737
735;54;4728
736;53;4755
736;53;4737
736;53;4751
737;53;4773
737;53;4770
737;53;4748
738;53;4737
738;53;4738
738;53;4741
739;53;4778
739;53;4762
739;53;4770
740;53;4771
740;53;4747
740;53;4781
741;53;4745
741;53;4739
741;53;4727
742;53;4735
742;53;4736
742;53;4721
743;53;4729
743;53;4708
743;53;4741
744;53;4741
744;53;4780
744;53;4779
745;53;4811
745;53;4835
745;53;4841
746;53;4812
746;53;4827
746;53;4846
747;52;4829
747;50;4826
747;49;4835
748;48;4874
748;48;4927
748;48;4921
749;48;4902
749;48;4859
749;48;4716
750;48;4532
750;48;4339
750;48;4216
751;48;4091
751;48;4025
751;48;3975
752;48;3959
752;48;3935
752;48;3978
753;48;4046
753;48;4104
753;48;4193
754;48;4282
754;48;4400
754;48;4455
755;48;4561
755;48;4604
755;48;4696
756;48;4669
756;48;4728
756;48;4737
757;48;4714
757;50;4746
757;51;4757
758;52;4771
758;52;4764
758;52;4772
759;51;4715
759;50;4769
759;49;4804
760;48;4831
760;48;4871
760;48;4929
761;48;4931
761;48;4924
761;48;4880
762;48;4684
762;47;4524
762;47;4305
763;47;4086
763;47;3896
763;47;3795
764;47;3681
764;47;3693
764;47;3611
765;47;3476
765;47;3375
765;47;3329
766;47;3176
766;47;3088
766;46;2922
767;46;2766
767;45;2664
767;45;2500
768;45;2400
768;45;2335
768;45;2212
769;45;2232
769;46;2283
769;47;2281
770;47;2194
770;46;2219
770;45;2242
771;45;2279
771;45;2345
771;45;2356
772;45;2470
772;44;2626
772;44;2748
773;44;2786
773;44;2825
773;44;2793
774;44;2804
774;44;2807
774;44;2832
775;44;2794
775;44;2717
775;44;2670
776;44;2629
776;44;2584
776;44;2507
777;44;2366
777;45;2329
777;45;2277
778;45;2267
778;45;2210
778;45;2245
779;45;2274
779;45;2203
779;45;2262
780;45;2240
780;46;2272
780;47;2339
781;47;2440
781;47;2472
781;47;2507
782;47;2622
782;47;2674
782;47;2711
783;47;2787
783;47;2897
783;47;2962
784;47;3006
784;47;3060
784;47;3161
785;47;3254
785;47;3397
785;46;3547
786;46;3651
786;46;3772
786;46;3809
787;46;3884
787;46;3886
787;46;3890
788;46;4021
788;46;3944
788;46;3895
789;46;3901
789;46;3941
789;46;3943
790;46;3952
790;46;3994
790;46;4022
791;45;4145
791;45;4187
791;45;4289
792;45;4322
792;45;4334
792;45;4453
793;45;4543
793;45;4567
793;45;4627
794;45;4734
794;45;4715
794;45;4737
795;45;4727
795;45;4761
795;45;4769
796;45;4714
796;45;4735
796;45;4754
797;44;4807
797;44;4828
797;44;4791
798;44;4716
798;44;4793
798;44;4734
799;44;4698
799;44;4610
799;44;4608
800;44;4513
800;44;4443
800;44;4396
801;44;4289
801;44;4206
801;44;4043
802;44;4023
802;43;3911
802;43;3827
803;43;3679
803;43;3536
803;43;3428
804;43;3380
804;43;3268
804;43;3125
805;43;3154
805;43;2995
805;43;3049
806;43;3088
806;43;2973
806;43;2965
807;43;2914
807;43;2916
807;43;2863
808;43;2901
808;43;2964
808;43;2943
809;43;2991
809;43;3056
809;43;2978
810;43;2942
810;43;2821
810;42;2786
811;42;2924
811;42;2998
811;42;3072
812;42;3090
812;42;3116
812;42;3146
813;42;3124
813;42;3188
813;42;3154
814;42;3105
814;42;3088
814;42;3094
815;42;3015
815;42;3029
815;42;3068
816;42;3074
816;42;3177
816;42;3309
817;42;3366
817;42;3452
817;42;3493
818;42;3576
818;42;3646
818;42;3726
819;42;3736
819;42;3781
819;42;3805
820;42;3778
820;42;3862
820;42;3918
821;42;4004
821;42;4008
821;42;4026
822;42;4011
822;42;4056
822;42;4137
823;42;4061
823;42;4075
823;41;4047
824;41;3971
824;41;3938
824;41;3930
825;41;3935
825;40;3852
825;39;3830
826;39;3911
826;39;3854
826;39;3834
827;39;3724
827;39;3591
827;39;3338
828;39;3131
828;39;2914
828;39;2668
829;39;2482
829;39;2339
829;39;2147
830;39;1990
830;39;1980
830;39;1825
831;38;1735
831;37;1785
831;36;1718
832;36;1634
832;36;1635
832;36;1567
833;36;1533
833;36;1527
833;36;1509
834;36;1436
834;36;1432
834;36;1477
835;36;1488
835;37;1558
835;38;1593
836;38;1602
836;38;1605
836;38;1712
837;38;1788
837;38;1941
837;38;2074
838;38;2245
838;38;2332
838;38;2570
839;38;2791
839;38;2886
839;38;2978
840;38;3153
840;38;3293
840;38;3236
841;39;3101
841;40;3188
841;40;3029
842;40;2971
842;40;2853
842;40;2915
843;40;2766
843;40;2597
843;40;2491
844;40;2428
844;40;2224
844;40;2119
845;40;2125
845;40;2049
845;40;2033
846;40;1874
846;40;1864
846;40;1781
847;40;1704
847;39;1712
847;39;1829
848;39;1752
848;39;1707
848;39;1797
849;39;1826
849;39;1887
849;39;1905
850;39;1978
850;39;2017
850;39;2100
851;39;2173
851;39;2151
851;39;2278
852;39;2453
852;39;2583
852;39;2712
853;38;2895
853;38;2985
853;38;3060
854;38;3225
854;38;3250
854;38;3401
855;38;3283
855;38;3095
855;37;2952
856;36;2858
856;36;2811
856;36;2755
857;36;2647
857;36;2689
857;36;2565
858;36;2522
858;36;2419
858;36;2344
859;36;2268
859;36;2095
859;36;2063
860;36;2002
860;36;1881
860;36;1850
861;35;1808
861;35;1689
861;35;1776
862;34;1686
862;34;1877
862;34;1965
863;34;1962
863;33;2038
863;32;2065
864;32;2144
864;32;2268
864;32;2304
865;32;2408
865;32;2274
865;33;2279
866;33;2267
866;34;2206
866;34;2041
867;34;2180
867;34;2174
867;34;2044
868;34;2077
868;34;2133
868;34;2147
869;34;2246
869;34;2211
869;34;2337
870;34;2399
870;34;2383
870;34;2406
871;34;2569
871;34;2676
871;34;2713
872;35;2800
872;35;2918
872;34;3098
873;33;3336
873;34;3491
873;35;3523
874;35;3429
874;35;3294
874;35;3130
875;35;2951
875;35;2684
875;35;2538
876;35;2391
876;35;2213
876;35;2023
877;35;1935
877;35;1784
877;35;1691
878;35;1661
878;35;1567
878;35;1575
879;35;1534
879;34;1551
879;34;1492
880;34;1492
880;34;1552
880;34;1611
881;34;1588
881;34;1616
881;34;1654
882;34;1655
882;34;1693
882;35;1764
883;36;1767
883;36;1714
883;36;1770
884;36;1806
884;36;1884
884;36;1898
885;36;1993
885;36;2091
885;35;2210
886;35;2491
886;35;2570
886;35;2691
887;35;2780
887;35;2666
887;35;2766
888;34;2802
888;33;2882
888;33;2869
889;33;2894
889;33;2718
889;32;2617
890;31;2543
890;31;2594
890;31;2637
891;31;2481
891;31;2359
891;31;2352
892;31;2227
892;31;2095
892;31;1972
893;31;1942
893;31;1724
893;31;1717
894;31;1677
894;31;1634
894;31;1460
895;31;1509
895;31;1427
895;31;1429
896;32;1461
896;32;1384
896;32;1352
897;32;1294
897;32;1361
897;32;1381
898;32;1290
898;33;1264
898;33;1296
899;33;1329
899;33;1380
899;34;1460
900;34;1493
900;35;1548
900;35;1592
901;35;1671
901;35;1752
901;35;1767
902;35;1805
902;35;1871
902;35;2065
903;34;2267
903;35;2435
903;35;2492
904;35;2562
904;35;2777
904;35;3030
905;34;3259
905;34;3465
905;34;3549
906;34;3496
906;34;3435
906;34;3336
907;34;3124
907;34;2923
907;34;2646
908;34;2514
908;34;2375
908;34;2179
909;34;2081
909;34;1916
909;34;1827
910;34;1817
910;34;1744
910;34;1695
911;34;1616
911;34;1614
911;34;1501
912;34;1440
912;34;1471
912;34;1441
913;34;1451
913;34;1514
913;34;1506
914;34;1523
914;34;1505
914;34;1539
915;34;1455
915;34;1592
915;34;1634
916;34;1733
916;34;1670
916;34;1699
917;34;1685
917;34;1597
917;34;1622
918;34;1686
918;34;1643
918;34;1697
919;34;1811
919;34;2008
919;34;2154
920;34;2233
920;34;2426
920;34;2587
921;34;2760
921;34;2844
921;34;2887
922;34;2916
922;34;2913
922;34;2927
923;34;2844
923;34;2886
923;34;2861
924;34;2742
924;34;2715
924;34;2712
925;34;2443
925;34;2343
925;34;2227
926;34;2089
926;34;2064
926;34;1868
927;34;1793
927;34;1696
927;34;1636
928;34;1553
928;33;1460
928;33;1443
929;33;1439
929;33;1537
929;33;1581
930;33;1544
930;33;1444
930;33;1413
931;33;1404
931;33;1488
931;33;1621
932;33;1591
932;33;1600
932;33;1675
933;33;1758
933;33;1825
933;33;1934
934;33;2021
934;33;2094
934;33;2195
935;33;2217
935;33;2217
935;33;2301
936;33;2373
936;33;2359
936;33;2376
937;33;2488
937;33;2528
937;33;2491
938;33;2488
938;33;2748
938;33;2614
939;33;2767
939;33;2771
939;33;2831
940;33;2975
940;33;3038
940;33;3000
941;33;2836
941;33;2808
941;33;2663
942;33;2439
942;33;2455
942;33;2333
943;33;2108
943;33;2017
943;33;1962
944;33;1944
944;33;1870
944;33;1811
945;33;1951
945;32;1880
945;32;1841
946;32;1936
946;32;1903
946;32;1909
947;32;1865
947;31;1872
947;31;1940
948;31;1861
948;31;1930
948;31;1825
949;31;1850
949;31;1845
949;31;1931
950;31;1968
950;31;2090
950;31;2173
951;31;2203
951;31;2426
951;31;2419
952;31;2433
952;31;2497
952;31;2612
953;31;2731
953;31;2858
953;31;2971
954;31;3106
954;31;3046
954;31;2998
955;31;3052
955;31;2953
955;32;
